"","PRIM_STATE","AREA_TYPE","NAICS","NAICS_TITLE","OCC_CODE","OCC_TITLE","O_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE"
"273","NY","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",21740,3.1,93.72,194940,1.3
"274","NC","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",7120,3.4,70.53,146690,1.1
"275","ND","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",180,12.4,60.79,126440,4
"276","OH","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",6290,4.2,68,141450,1.4
"277","OK","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",1130,4.6,63.55,132180,2.4
"278","OR","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",5200,4.7,63.81,132720,3.1
"279","PA","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",8480,5,70.97,147610,1.2
"280","RI","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",680,9.3,79.59,165540,3.5
"281","SC","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",1950,6.9,56.89,118330,1.5
"282","SD","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",70,11.5,79.41,165180,8.9
"283","TN","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",5100,5.2,54.35,113050,2.1
"284","TX","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",18060,3.3,74.53,155010,1
"285","UT","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",3280,5.6,58.69,122070,3.9
"286","VT","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",620,10,57.36,119310,5.1
"287","VA","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",5280,5.3,84.92,176640,2
"288","WV","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",380,10.2,53.32,110900,5.4
"289","WI","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",2640,4.4,62.7,130420,1.1
"290","WY","2","000000","Cross-industry","11-2021","Marketing Managers","detailed",60,9.9,58.67,122040,5.6
"291","AL","2","000000","Cross-industry","11-2022","Sales Managers","detailed",2960,4.7,55.09,114590,2.4
"292","AK","2","000000","Cross-industry","11-2022","Sales Managers","detailed",430,10.4,42.12,87610,5
"293","AZ","2","000000","Cross-industry","11-2022","Sales Managers","detailed",9770,4.9,62.05,129060,3.9
"294","AR","2","000000","Cross-industry","11-2022","Sales Managers","detailed",1890,8,66.36,138030,4
"295","CA","2","000000","Cross-industry","11-2022","Sales Managers","detailed",74270,1.9,73.17,152190,1
"296","CO","2","000000","Cross-industry","11-2022","Sales Managers","detailed",5220,4.8,81.97,170500,2.4
"297","CT","2","000000","Cross-industry","11-2022","Sales Managers","detailed",7160,3.9,72.47,150740,1.6
"298","DE","2","000000","Cross-industry","11-2022","Sales Managers","detailed",990,13.7,79.89,166170,2.5
"299","DC","2","000000","Cross-industry","11-2022","Sales Managers","detailed",980,10.8,68.89,143290,5.5
"300","FL","2","000000","Cross-industry","11-2022","Sales Managers","detailed",23310,3,64.62,134400,1.3
"301","GA","2","000000","Cross-industry","11-2022","Sales Managers","detailed",15020,3.5,68.97,143460,1.4
"302","HI","2","000000","Cross-industry","11-2022","Sales Managers","detailed",1670,10.1,51.82,107780,4.3
"303","ID","2","000000","Cross-industry","11-2022","Sales Managers","detailed",1490,5.9,50.57,105180,2.7
"304","IL","2","000000","Cross-industry","11-2022","Sales Managers","detailed",24680,3.1,68.35,142170,1.5
"305","IN","2","000000","Cross-industry","11-2022","Sales Managers","detailed",5440,4.8,60.51,125850,2
"306","IA","2","000000","Cross-industry","11-2022","Sales Managers","detailed",2940,5.1,57.06,118690,1.9
"307","KS","2","000000","Cross-industry","11-2022","Sales Managers","detailed",3480,5.7,71.63,148980,3.4
"308","KY","2","000000","Cross-industry","11-2022","Sales Managers","detailed",3020,5.9,56.51,117530,2.5
"309","LA","2","000000","Cross-industry","11-2022","Sales Managers","detailed",3230,5.8,55.26,114940,3.1
"310","ME","2","000000","Cross-industry","11-2022","Sales Managers","detailed",1070,7.1,56.36,117230,4
"311","MD","2","000000","Cross-industry","11-2022","Sales Managers","detailed",6260,4.3,67.46,140310,2.2
"312","MA","2","000000","Cross-industry","11-2022","Sales Managers","detailed",17100,2.7,74.12,154160,1.4
"313","MI","2","000000","Cross-industry","11-2022","Sales Managers","detailed",9050,3.3,69.44,144440,1.2
"314","MN","2","000000","Cross-industry","11-2022","Sales Managers","detailed",10050,3,65.62,136490,2.2
"315","MS","2","000000","Cross-industry","11-2022","Sales Managers","detailed",1170,11.3,49.81,103600,2.7
"316","MO","2","000000","Cross-industry","11-2022","Sales Managers","detailed",4580,4.8,70.01,145630,2.2
"317","MT","2","000000","Cross-industry","11-2022","Sales Managers","detailed",340,14.5,66.72,138790,7.9
"318","NE","2","000000","Cross-industry","11-2022","Sales Managers","detailed",2360,4.8,54.25,112830,2.6
"319","NV","2","000000","Cross-industry","11-2022","Sales Managers","detailed",3140,6.1,60.39,125620,3.4
"320","NH","2","000000","Cross-industry","11-2022","Sales Managers","detailed",1710,5.6,75.22,156460,3.1
"321","NJ","2","000000","Cross-industry","11-2022","Sales Managers","detailed",14470,3.4,88.23,183510,1.5
"322","NM","2","000000","Cross-industry","11-2022","Sales Managers","detailed",1100,6,51.42,106950,4.8
"323","NY","2","000000","Cross-industry","11-2022","Sales Managers","detailed",23230,2.4,96.94,201630,1.2
"324","NC","2","000000","Cross-industry","11-2022","Sales Managers","detailed",7380,3.3,70.98,147630,2
"325","ND","2","000000","Cross-industry","11-2022","Sales Managers","detailed",450,9.3,66.02,137320,6.1
"326","OH","2","000000","Cross-industry","11-2022","Sales Managers","detailed",10860,3.2,64.81,134810,1.1
"327","OK","2","000000","Cross-industry","11-2022","Sales Managers","detailed",2360,6.2,56.54,117610,3.4
"328","OR","2","000000","Cross-industry","11-2022","Sales Managers","detailed",5820,5.1,60.84,126540,2.2
"329","PA","2","000000","Cross-industry","11-2022","Sales Managers","detailed",9700,4.8,73.3,152460,1.2
"330","RI","2","000000","Cross-industry","11-2022","Sales Managers","detailed",440,10.2,85.06,176920,3.3
"331","SC","2","000000","Cross-industry","11-2022","Sales Managers","detailed",3610,3.7,60.32,125460,1.8
"332","SD","2","000000","Cross-industry","11-2022","Sales Managers","detailed",310,6.8,64.58,134320,3.7
"333","TN","2","000000","Cross-industry","11-2022","Sales Managers","detailed",8150,4.7,61.8,128540,3.1
"334","TX","2","000000","Cross-industry","11-2022","Sales Managers","detailed",31830,2.6,71,147690,1
"335","UT","2","000000","Cross-industry","11-2022","Sales Managers","detailed",4990,4.5,57.2,118980,2.9
"336","VT","2","000000","Cross-industry","11-2022","Sales Managers","detailed",560,9.1,52.46,109110,4.5
"337","VA","2","000000","Cross-industry","11-2022","Sales Managers","detailed",6390,4.2,83.54,173770,2.4
"338","WA","2","000000","Cross-industry","11-2022","Sales Managers","detailed",8320,4,69.4,144340,2.6
"339","WV","2","000000","Cross-industry","11-2022","Sales Managers","detailed",880,6.7,48.95,101820,3.8
"340","WI","2","000000","Cross-industry","11-2022","Sales Managers","detailed",4340,4.6,71.14,147980,3.5
"341","WY","2","000000","Cross-industry","11-2022","Sales Managers","detailed",200,13.7,63.16,131380,10.4
"342","AL","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",570,9.6,44.09,91710,3.8
"343","AK","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",300,8.6,47.14,98040,3.5
"344","AZ","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",1250,4.8,53.25,110750,2.9
"345","AR","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",330,6.2,64.51,134170,7.5
"346","CA","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",9580,5,69.36,144260,2.1
"347","CO","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",1160,4.3,69.5,144560,2.3
"348","CT","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",1070,6.7,61.01,126890,2.2
"349","DE","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",220,10.4,66.45,138210,4.6
"350","DC","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",6300,4.4,98.21,204270,3.1
"351","FL","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",2790,5.3,53.41,111090,3.6
"352","GA","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",2370,8,53.55,111380,2.1
"353","HI","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",420,11.5,54.71,113800,5.8
"354","ID","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",200,13,43.76,91020,5.7
"355","IL","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",4900,6.3,60.85,126560,3.3
"356","IA","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",880,5.7,49.72,103410,2.2
"357","KS","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",440,9.5,52.11,108400,3.1
"358","KY","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",570,12,49.8,103580,4.8
"359","LA","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",280,7,43.65,90790,2.9
"360","ME","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",460,9.1,47.56,98930,2.8
"361","MD","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",1850,6.3,57.82,120270,2.3
"362","MA","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",4770,3.6,67.66,140740,3
"363","MI","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",1620,4.9,58.73,122160,1.9
"364","MN","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",2050,6.8,56.96,118470,1.7
"365","MS","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",210,11.5,51.59,107320,5.2
"366","MO","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",1430,14.2,55.92,116310,5.4
"367","MT","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",90,8.7,48.48,100830,6.5
"368","NE","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",570,5.5,46.9,97540,2.4
"369","NV","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",350,8.3,57.72,120060,6
"370","NH","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",670,12.7,58.78,122260,2.4
"371","NJ","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",2090,6.1,78.81,163930,2.3
"372","NM","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",220,7.9,56.73,117990,4.9
"373","NY","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",6560,5.9,84.22,175170,3
"374","NC","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",1630,5.8,58.96,122630,2
"375","ND","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",100,12.2,53.2,110660,3.6
"376","OH","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",1770,4.5,56.65,117840,1.8
"377","OK","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",390,5.8,51.08,106250,2.7
"378","OR","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",1580,6.5,50.03,104070,2.8
"379","PA","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",2240,10,55.83,116120,2.5
"380","RI","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",290,7.5,76,158070,3.4
"381","SC","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",640,6.2,39.01,81130,2.7
"382","TN","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",1050,12.3,45.74,95130,2.4
"383","TX","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",6280,4,59.7,124170,1.6
"384","UT","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",850,9.6,44.72,93020,3.2
"385","VT","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",330,9,44.45,92450,3.2
"386","WA","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",2260,10.1,66.45,138220,1.8
"387","WV","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",120,13.4,41.59,86500,4
"388","WI","2","000000","Cross-industry","11-2030","Public Relations and Fundraising Managers","detailed",940,9.2,55.78,116020,2.1
"389","AL","2","000000","Cross-industry","11-3010","Administrative Services and Facilities Managers","detailed",1170,4.5,53.15,110550,2.2
"390","AK","2","000000","Cross-industry","11-3010","Administrative Services and Facilities Managers","detailed",1160,9.2,47.51,98830,3.8
"391","AZ","2","000000","Cross-industry","11-3010","Administrative Services and Facilities Managers","detailed",7780,3.1,48.38,100620,1.7
"392","AR","2","000000","Cross-industry","11-3010","Administrative Services and Facilities Managers","detailed",1620,3.7,44.55,92670,2.2
"393","CA","2","000000","Cross-industry","11-3010","Administrative Services and Facilities Managers","detailed",41730,2.1,55.75,115960,0.8
"394","CO","2","000000","Cross-industry","11-3010","Administrative Services and Facilities Managers","detailed",2620,4.2,58.8,122310,1.6
"395","CT","2","000000","Cross-industry","11-3010","Administrative Services and Facilities Managers","detailed",3810,3.6,55.76,115980,1.6
"396","DE","2","000000","Cross-industry","11-3010","Administrative Services and Facilities Managers","detailed",770,7.3,63.03,131100,2.2
"397","DC","2","000000","Cross-industry","11-3010","Administrative Services and Facilities Managers","detailed",1330,3.7,59.54,123850,2.5
"398","FL","2","000000","Cross-industry","11-3010","Administrative Services and Facilities Managers","detailed",15670,2.7,45.03,93660,1.3
"399","GA","2","000000","Cross-industry","11-3010","Administrative Services and Facilities Managers","detailed",11550,4.3,52.61,109420,3.6
"400","HI","2","000000","Cross-industry","11-3010","Administrative Services and Facilities Managers","detailed",1940,5.1,49.15,102230,3.5
